,Unemployment Rate,Initial Jobless Claims,Consumer Sentiment Index,Housing Starts,S&P 500 Index,10-Year Treasury Yield
2021-06-18,,,,,4166.45,
2021-06-19,,422000.0,,,,
2021-06-21,,,,,4224.79,
2021-06-22,,,,,4246.44,
2021-06-23,,,,,4241.84,
2021-06-24,,,,,4266.49,
2021-06-25,,,,,4280.7,
2021-06-26,,372000.0,,,,
2021-06-28,,,,,4290.61,
2021-06-29,,,,,4291.8,
2021-06-30,,,,,4297.5,
2021-07-01,5.4,,81.2,1593.0,4319.94,1.32
2021-07-02,,,,,4352.34,
2021-07-03,,370000.0,,,,
2021-07-05,,,,,,
2021-07-06,,,,,4343.54,
2021-07-07,,,,,4358.13,
2021-07-08,,,,,4320.82,
2021-07-09,,,,,4369.55,
2021-07-10,,339000.0,,,,
2021-07-12,,,,,4384.63,
2021-07-13,,,,,4369.21,
2021-07-14,,,,,4374.3,
2021-07-15,,,,,4360.03,
2021-07-16,,,,,4327.16,
2021-07-17,,388000.0,,,,
2021-07-19,,,,,4258.49,
2021-07-20,,,,,4323.06,
2021-07-21,,,,,4358.69,
2021-07-22,,,,,4367.48,
2021-07-23,,,,,4411.79,
2021-07-24,,381000.0,,,,
2021-07-26,,,,,4422.3,
2021-07-27,,,,,4401.46,
2021-07-28,,,,,4400.64,
2021-07-29,,,,,4419.15,
2021-07-30,,,,,4395.26,
2021-07-31,,381000.0,,,,
2021-08-01,5.1,,70.3,1576.0,,1.28
2021-08-02,,,,,4387.16,
2021-08-03,,,,,4423.15,
2021-08-04,,,,,4402.66,
2021-08-05,,,,,4429.1,
2021-08-06,,,,,4436.52,
2021-08-07,,361000.0,,,,
2021-08-09,,,,,4432.35,
2021-08-10,,,,,4436.75,
2021-08-11,,,,,4447.7,
2021-08-12,,,,,4460.83,
2021-08-13,,,,,4468.0,
2021-08-14,,368000.0,,,,
2021-08-16,,,,,4479.71,
2021-08-17,,,,,4448.08,
2021-08-18,,,,,4400.27,
2021-08-19,,,,,4405.8,
2021-08-20,,,,,4441.67,
2021-08-21,,360000.0,,,,
2021-08-23,,,,,4479.53,
2021-08-24,,,,,4486.23,
2021-08-25,,,,,4496.19,
2021-08-26,,,,,4470.0,
2021-08-27,,,,,4509.37,
2021-08-28,,353000.0,,,,
2021-08-30,,,,,4528.79,
2021-08-31,,,,,4522.68,
2021-09-01,4.7,,72.8,1560.0,4524.09,1.37
2021-09-02,,,,,4536.95,
2021-09-03,,,,,4535.43,
2021-09-04,,338000.0,,,,
2021-09-06,,,,,,
2021-09-07,,,,,4520.03,
2021-09-08,,,,,4514.07,
2021-09-09,,,,,4493.28,
2021-09-10,,,,,4458.58,
2021-09-11,,344000.0,,,,
2021-09-13,,,,,4468.73,
2021-09-14,,,,,4443.05,
2021-09-15,,,,,4480.7,
2021-09-16,,,,,4473.75,
2021-09-17,,,,,4432.99,
2021-09-18,,367000.0,,,,
2021-09-20,,,,,4357.73,
2021-09-21,,,,,4354.19,
2021-09-22,,,,,4395.64,
2021-09-23,,,,,4448.98,
2021-09-24,,,,,4455.48,
2021-09-25,,369000.0,,,,
2021-09-27,,,,,4443.11,
2021-09-28,,,,,4352.63,
2021-09-29,,,,,4359.46,
2021-09-30,,,,,4307.54,
2021-10-01,4.5,,71.7,1572.0,4357.04,1.58
2021-10-02,,315000.0,,,,
2021-10-04,,,,,4300.46,
2021-10-05,,,,,4345.72,
2021-10-06,,,,,4363.55,
2021-10-07,,,,,4399.76,
2021-10-08,,,,,4391.34,
2021-10-09,,291000.0,,,,
2021-10-11,,,,,4361.19,
2021-10-12,,,,,4350.65,
2021-10-13,,,,,4363.8,
2021-10-14,,,,,4438.26,
2021-10-15,,,,,4471.37,
2021-10-16,,291000.0,,,,
2021-10-18,,,,,4486.46,
2021-10-19,,,,,4519.63,
2021-10-20,,,,,4536.19,
2021-10-21,,,,,4549.78,
2021-10-22,,,,,4544.9,
2021-10-23,,268000.0,,,,
2021-10-25,,,,,4566.48,
2021-10-26,,,,,4574.79,
2021-10-27,,,,,4551.68,
2021-10-28,,,,,4596.42,
2021-10-29,,,,,4605.38,
2021-10-30,,261000.0,,,,
2021-11-01,4.1,,67.4,1712.0,4613.67,1.56
2021-11-02,,,,,4630.65,
2021-11-03,,,,,4660.57,
2021-11-04,,,,,4680.06,
2021-11-05,,,,,4697.53,
2021-11-06,,251000.0,,,,
2021-11-08,,,,,4701.7,
2021-11-09,,,,,4685.25,
2021-11-10,,,,,4646.71,
2021-11-11,,,,,4649.27,
2021-11-12,,,,,4682.85,
2021-11-13,,248000.0,,,,
2021-11-15,,,,,4682.8,
2021-11-16,,,,,4700.9,
2021-11-17,,,,,4688.67,
2021-11-18,,,,,4704.54,
2021-11-19,,,,,4697.96,
2021-11-20,,223000.0,,,,
2021-11-22,,,,,4682.94,
2021-11-23,,,,,4690.7,
2021-11-24,,,,,4701.46,
2021-11-25,,,,,,
2021-11-26,,,,,4594.62,
2021-11-27,,222000.0,,,,
2021-11-29,,,,,4655.27,
2021-11-30,,,,,4567.0,
2021-12-01,3.9,,70.6,1787.0,4513.04,1.47
2021-12-02,,,,,4577.1,
2021-12-03,,,,,4538.43,
2021-12-04,,208000.0,,,,
2021-12-06,,,,,4591.67,
2021-12-07,,,,,4686.75,
2021-12-08,,,,,4701.21,
2021-12-09,,,,,4667.45,
2021-12-10,,,,,4712.02,
2021-12-11,,228000.0,,,,
2021-12-13,,,,,4668.97,
2021-12-14,,,,,4634.09,
2021-12-15,,,,,4709.85,
2021-12-16,,,,,4668.67,
2021-12-17,,,,,4620.64,
2021-12-18,,213000.0,,,,
2021-12-20,,,,,4568.02,
2021-12-21,,,,,4649.23,
2021-12-22,,,,,4696.56,
2021-12-23,,,,,4725.79,
2021-12-24,,,,,,
2021-12-25,,195000.0,,,,
2021-12-27,,,,,4791.19,
2021-12-28,,,,,4786.35,
2021-12-29,,,,,4793.06,
2021-12-30,,,,,4778.73,
2021-12-31,,,,,4766.18,
2022-01-01,4.0,225000.0,67.2,1669.0,,1.76
2022-01-03,,,,,4796.56,
2022-01-04,,,,,4793.54,
2022-01-05,,,,,4700.58,
2022-01-06,,,,,4696.05,
2022-01-07,,,,,4677.03,
2022-01-08,,247000.0,,,,
2022-01-10,,,,,4670.29,
2022-01-11,,,,,4713.07,
2022-01-12,,,,,4726.35,
2022-01-13,,,,,4659.03,
2022-01-14,,,,,4662.85,
2022-01-15,,244000.0,,,,
2022-01-17,,,,,,
2022-01-18,,,,,4577.11,
2022-01-19,,,,,4532.76,
2022-01-20,,,,,4482.73,
2022-01-21,,,,,4397.94,
2022-01-22,,237000.0,,,,
2022-01-24,,,,,4410.13,
2022-01-25,,,,,4356.45,
2022-01-26,,,,,4349.93,
2022-01-27,,,,,4326.51,
2022-01-28,,,,,4431.85,
2022-01-29,,230000.0,,,,
2022-01-31,,,,,4515.55,
2022-02-01,3.8,,62.8,1771.0,4546.54,1.93
2022-02-02,,,,,4589.38,
2022-02-03,,,,,4477.44,
2022-02-04,,,,,4500.53,
2022-02-05,,209000.0,,,,
2022-02-07,,,,,4483.87,
2022-02-08,,,,,4521.54,
2022-02-09,,,,,4587.18,
2022-02-10,,,,,4504.08,
2022-02-11,,,,,4418.64,
2022-02-12,,232000.0,,,,
2022-02-14,,,,,4401.67,
2022-02-15,,,,,4471.07,
2022-02-16,,,,,4475.01,
2022-02-17,,,,,4380.26,
2022-02-18,,,,,4348.87,
2022-02-19,,222000.0,,,,
2022-02-21,,,,,,
2022-02-22,,,,,4304.76,
2022-02-23,,,,,4225.5,
2022-02-24,,,,,4288.7,
2022-02-25,,,,,4384.65,
2022-02-26,,208000.0,,,,
2022-02-28,,,,,4373.94,
2022-03-01,3.6,,59.4,1713.0,4306.26,2.13
2022-03-02,,,,,4386.54,
2022-03-03,,,,,4363.49,
2022-03-04,,,,,4328.87,
2022-03-05,,220000.0,,,,
2022-03-07,,,,,4201.09,
2022-03-08,,,,,4170.7,
2022-03-09,,,,,4277.88,
2022-03-10,,,,,4259.52,
2022-03-11,,,,,4204.31,
2022-03-12,,215000.0,,,,
2022-03-14,,,,,4173.11,
2022-03-15,,,,,4262.45,
2022-03-16,,,,,4357.86,
2022-03-17,,,,,4411.67,
2022-03-18,,,,,4463.12,
2022-03-19,,206000.0,,,,
2022-03-21,,,,,4461.18,
2022-03-22,,,,,4511.61,
2022-03-23,,,,,4456.24,
2022-03-24,,,,,4520.16,
2022-03-25,,,,,4543.06,
2022-03-26,,212000.0,,,,
2022-03-28,,,,,4575.52,
2022-03-29,,,,,4631.6,
2022-03-30,,,,,4602.45,
2022-03-31,,,,,4530.41,
2022-04-01,3.7,,65.2,1803.0,4545.86,2.75
2022-04-02,,213000.0,,,,
2022-04-04,,,,,4582.64,
2022-04-05,,,,,4525.12,
2022-04-06,,,,,4481.15,
2022-04-07,,,,,4500.21,
2022-04-08,,,,,4488.28,
2022-04-09,,215000.0,,,,
2022-04-11,,,,,4412.53,
2022-04-12,,,,,4397.45,
2022-04-13,,,,,4446.59,
2022-04-14,,,,,4392.59,
2022-04-15,,,,,,
2022-04-16,,209000.0,,,,
2022-04-18,,,,,4391.69,
2022-04-19,,,,,4462.21,
2022-04-20,,,,,4459.45,
2022-04-21,,,,,4393.66,
2022-04-22,,,,,4271.78,
2022-04-23,,210000.0,,,,
2022-04-25,,,,,4296.12,
2022-04-26,,,,,4175.2,
2022-04-27,,,,,4183.96,
2022-04-28,,,,,4287.5,
2022-04-29,,,,,4131.93,
2022-04-30,,219000.0,,,,
2022-05-01,3.6,,58.4,1543.0,,2.9
2022-05-02,,,,,4155.38,
2022-05-03,,,,,4175.48,
2022-05-04,,,,,4300.17,
2022-05-05,,,,,4146.87,
2022-05-06,,,,,4123.34,
2022-05-07,,206000.0,,,,
2022-05-09,,,,,3991.24,
2022-05-10,,,,,4001.05,
2022-05-11,,,,,3935.18,
2022-05-12,,,,,3930.08,
2022-05-13,,,,,4023.89,
2022-05-14,,224000.0,,,,
2022-05-16,,,,,4008.01,
2022-05-17,,,,,4088.85,
2022-05-18,,,,,3923.68,
2022-05-19,,,,,3900.79,
2022-05-20,,,,,3901.36,
2022-05-21,,212000.0,,,,
2022-05-23,,,,,3973.75,
2022-05-24,,,,,3941.48,
2022-05-25,,,,,3978.73,
2022-05-26,,,,,4057.84,
2022-05-27,,,,,4158.24,
2022-05-28,,201000.0,,,,
2022-05-30,,,,,,
2022-05-31,,,,,4132.15,
2022-06-01,3.6,,50.0,1561.0,4101.23,3.14
2022-06-02,,,,,4176.82,
2022-06-03,,,,,4108.54,
2022-06-04,,215000.0,,,,
2022-06-06,,,,,4121.43,
2022-06-07,,,,,4160.68,
2022-06-08,,,,,4115.77,
2022-06-09,,,,,4017.82,
2022-06-10,,,,,3900.86,
2022-06-11,,214000.0,,,,
2022-06-13,,,,,3749.63,
2022-06-14,,,,,3735.48,
2022-06-15,,,,,3789.99,
2022-06-16,,,,,3666.77,
2022-06-17,,,,,3674.84,
2022-06-18,,216000.0,,,,
2022-06-20,,,,,,
2022-06-21,,,,,3764.79,
2022-06-22,,,,,3759.89,
2022-06-23,,,,,3795.73,
2022-06-24,,,,,3911.74,
2022-06-25,,213000.0,,,,
2022-06-27,,,,,3900.11,
2022-06-28,,,,,3821.55,
2022-06-29,,,,,3818.83,
2022-06-30,,,,,3785.38,
2022-07-01,3.5,,51.5,1371.0,3825.33,2.9
2022-07-02,,214000.0,,,,
2022-07-04,,,,,,
2022-07-05,,,,,3831.39,
2022-07-06,,,,,3845.08,
2022-07-07,,,,,3902.62,
2022-07-08,,,,,3899.38,
2022-07-09,,216000.0,,,,
2022-07-11,,,,,3854.43,
2022-07-12,,,,,3818.8,
2022-07-13,,,,,3801.78,
2022-07-14,,,,,3790.38,
2022-07-15,,,,,3863.16,
2022-07-16,,217000.0,,,,
2022-07-18,,,,,3830.85,
2022-07-19,,,,,3936.69,
2022-07-20,,,,,3959.9,
2022-07-21,,,,,3998.95,
2022-07-22,,,,,3961.63,
2022-07-23,,221000.0,,,,
2022-07-25,,,,,3966.84,
2022-07-26,,,,,3921.05,
2022-07-27,,,,,4023.61,
2022-07-28,,,,,4072.43,
2022-07-29,,,,,4130.29,
2022-07-30,,229000.0,,,,
2022-08-01,3.6,,58.2,1505.0,4118.63,2.9
2022-08-02,,,,,4091.19,
2022-08-03,,,,,4155.17,
2022-08-04,,,,,4151.94,
2022-08-05,,,,,4145.19,
2022-08-06,,221000.0,,,,
2022-08-08,,,,,4140.06,
2022-08-09,,,,,4122.47,
2022-08-10,,,,,4210.24,
2022-08-11,,,,,4207.27,
2022-08-12,,,,,4280.15,
2022-08-13,,220000.0,,,,
2022-08-15,,,,,4297.14,
2022-08-16,,,,,4305.2,
2022-08-17,,,,,4274.04,
2022-08-18,,,,,4283.74,
2022-08-19,,,,,4228.48,
2022-08-20,,216000.0,,,,
2022-08-22,,,,,4137.99,
2022-08-23,,,,,4128.73,
2022-08-24,,,,,4140.77,
2022-08-25,,,,,4199.12,
2022-08-26,,,,,4057.66,
2022-08-27,,210000.0,,,,
2022-08-29,,,,,4030.61,
2022-08-30,,,,,3986.16,
2022-08-31,,,,,3955.0,
2022-09-01,3.5,,58.6,1463.0,3966.85,3.52
2022-09-02,,,,,3924.26,
2022-09-03,,205000.0,,,,
2022-09-05,,,,,,
2022-09-06,,,,,3908.19,
2022-09-07,,,,,3979.87,
2022-09-08,,,,,4006.18,
2022-09-09,,,,,4067.36,
2022-09-10,,197000.0,,,,
2022-09-12,,,,,4110.41,
2022-09-13,,,,,3932.69,
2022-09-14,,,,,3946.01,
2022-09-15,,,,,3901.35,
2022-09-16,,,,,3873.33,
2022-09-17,,202000.0,,,,
2022-09-19,,,,,3899.89,
2022-09-20,,,,,3855.93,
2022-09-21,,,,,3789.93,
2022-09-22,,,,,3757.99,
2022-09-23,,,,,3693.23,
2022-09-24,,187000.0,,,,
2022-09-26,,,,,3655.04,
2022-09-27,,,,,3647.29,
2022-09-28,,,,,3719.04,
2022-09-29,,,,,3640.47,
2022-09-30,,,,,3585.62,
2022-10-01,3.6,204000.0,59.9,1432.0,,3.98
2022-10-03,,,,,3678.43,
2022-10-04,,,,,3790.93,
2022-10-05,,,,,3783.28,
2022-10-06,,,,,3744.52,
2022-10-07,,,,,3639.66,
2022-10-08,,207000.0,,,,
2022-10-10,,,,,3612.39,
2022-10-11,,,,,3588.84,
2022-10-12,,,,,3577.03,
2022-10-13,,,,,3669.91,
2022-10-14,,,,,3583.07,
2022-10-15,,200000.0,,,,
2022-10-17,,,,,3677.95,
2022-10-18,,,,,3719.98,
2022-10-19,,,,,3695.16,
2022-10-20,,,,,3665.78,
2022-10-21,,,,,3752.75,
2022-10-22,,201000.0,,,,
2022-10-24,,,,,3797.34,
2022-10-25,,,,,3859.11,
2022-10-26,,,,,3830.6,
2022-10-27,,,,,3807.3,
2022-10-28,,,,,3901.06,
2022-10-29,,202000.0,,,,
2022-10-31,,,,,3871.98,
2022-11-01,3.6,,56.7,1427.0,3856.1,3.89
2022-11-02,,,,,3759.69,
2022-11-03,,,,,3719.89,
2022-11-04,,,,,3770.55,
2022-11-05,,204000.0,,,,
2022-11-07,,,,,3806.8,
2022-11-08,,,,,3828.11,
2022-11-09,,,,,3748.57,
2022-11-10,,,,,3956.37,
2022-11-11,,,,,3992.93,
2022-11-12,,208000.0,,,,
2022-11-14,,,,,3957.25,
2022-11-15,,,,,3991.73,
2022-11-16,,,,,3958.79,
2022-11-17,,,,,3946.56,
2022-11-18,,,,,3965.34,
2022-11-19,,219000.0,,,,
2022-11-21,,,,,3949.94,
2022-11-22,,,,,4003.58,
2022-11-23,,,,,4027.26,
2022-11-24,,,,,,
2022-11-25,,,,,4026.12,
2022-11-26,,209000.0,,,,
2022-11-28,,,,,3963.94,
2022-11-29,,,,,3957.63,
2022-11-30,,,,,4080.11,
2022-12-01,3.5,,59.8,1357.0,4076.57,3.62
2022-12-02,,,,,4071.7,
2022-12-03,,210000.0,,,,
2022-12-05,,,,,3998.84,
2022-12-06,,,,,3941.26,
2022-12-07,,,,,3933.92,
2022-12-08,,,,,3963.51,
2022-12-09,,,,,3934.38,
2022-12-10,,211000.0,,,,
2022-12-12,,,,,3990.56,
2022-12-13,,,,,4019.65,
2022-12-14,,,,,3995.32,
2022-12-15,,,,,3895.75,
2022-12-16,,,,,3852.36,
2022-12-17,,211000.0,,,,
2022-12-19,,,,,3817.66,
2022-12-20,,,,,3821.62,
2022-12-21,,,,,3878.44,
2022-12-22,,,,,3822.39,
2022-12-23,,,,,3844.82,
2022-12-24,,207000.0,,,,
2022-12-26,,,,,,
2022-12-27,,,,,3829.25,
2022-12-28,,,,,3783.22,
2022-12-29,,,,,3849.28,
2022-12-30,,,,,3839.5,
2022-12-31,,203000.0,,,,
2023-01-01,3.4,,64.9,1340.0,,3.53
2023-01-02,,,,,,
2023-01-03,,,,,3824.14,
2023-01-04,,,,,3852.97,
2023-01-05,,,,,3808.1,
2023-01-06,,,,,3895.08,
2023-01-07,,207000.0,,,,
2023-01-09,,,,,3892.09,
2023-01-10,,,,,3919.25,
2023-01-11,,,,,3969.61,
2023-01-12,,,,,3983.17,
2023-01-13,,,,,3999.09,
2023-01-14,,203000.0,,,,
2023-01-16,,,,,,
2023-01-17,,,,,3990.97,
2023-01-18,,,,,3928.86,
2023-01-19,,,,,3898.85,
2023-01-20,,,,,3972.61,
2023-01-21,,202000.0,,,,
2023-01-23,,,,,4019.81,
2023-01-24,,,,,4016.95,
2023-01-25,,,,,4016.22,
2023-01-26,,,,,4060.43,
2023-01-27,,,,,4070.56,
2023-01-28,,199000.0,,,,
2023-01-30,,,,,4017.77,
2023-01-31,,,,,4076.6,
2023-02-01,3.6,,66.9,1436.0,4119.21,3.75
2023-02-02,,,,,4179.76,
2023-02-03,,,,,4136.48,
2023-02-04,,214000.0,,,,
2023-02-06,,,,,4111.08,
2023-02-07,,,,,4164.0,
2023-02-08,,,,,4117.86,
2023-02-09,,,,,4081.5,
2023-02-10,,,,,4090.46,
2023-02-11,,217000.0,,,,
2023-02-13,,,,,4137.29,
2023-02-14,,,,,4136.13,
2023-02-15,,,,,4147.6,
2023-02-16,,,,,4090.41,
2023-02-17,,,,,4079.09,
2023-02-18,,215000.0,,,,
2023-02-20,,,,,,
2023-02-21,,,,,3997.34,
2023-02-22,,,,,3991.05,
2023-02-23,,,,,4012.32,
2023-02-24,,,,,3970.04,
2023-02-25,,208000.0,,,,
2023-02-27,,,,,3982.24,
2023-02-28,,,,,3970.15,
2023-03-01,3.5,,62.0,1380.0,3951.39,3.66
2023-03-02,,,,,3981.35,
2023-03-03,,,,,4045.64,
2023-03-04,,227000.0,,,,
2023-03-06,,,,,4048.42,
2023-03-07,,,,,3986.37,
2023-03-08,,,,,3992.01,
2023-03-09,,,,,3918.32,
2023-03-10,,,,,3861.59,
2023-03-11,,221000.0,,,,
2023-03-13,,,,,3855.76,
2023-03-14,,,,,3919.29,
2023-03-15,,,,,3891.93,
2023-03-16,,,,,3960.28,
2023-03-17,,,,,3916.64,
2023-03-18,,228000.0,,,,
2023-03-20,,,,,3951.57,
2023-03-21,,,,,4002.87,
2023-03-22,,,,,3936.97,
2023-03-23,,,,,3948.72,
2023-03-24,,,,,3970.99,
2023-03-25,,232000.0,,,,
2023-03-27,,,,,3977.53,
2023-03-28,,,,,3971.27,
2023-03-29,,,,,4027.81,
2023-03-30,,,,,4050.83,
2023-03-31,,,,,4109.31,
2023-04-01,3.4,216000.0,63.7,1348.0,,3.46
2023-04-03,,,,,4124.51,
2023-04-04,,,,,4100.6,
2023-04-05,,,,,4090.38,
2023-04-06,,,,,4105.02,
2023-04-07,,,,,,
2023-04-08,,220000.0,,,,
2023-04-10,,,,,4109.11,
2023-04-11,,,,,4108.94,
2023-04-12,,,,,4091.95,
2023-04-13,,,,,4146.22,
2023-04-14,,,,,4137.64,
2023-04-15,,224000.0,,,,
2023-04-17,,,,,4151.32,
2023-04-18,,,,,4154.87,
2023-04-19,,,,,4154.52,
2023-04-20,,,,,4129.79,
2023-04-21,,,,,4133.52,
2023-04-22,,209000.0,,,,
2023-04-24,,,,,4137.04,
2023-04-25,,,,,4071.63,
2023-04-26,,,,,4055.99,
2023-04-27,,,,,4135.35,
2023-04-28,,,,,4169.48,
2023-04-29,,214000.0,,,,
2023-05-01,3.7,,59.0,1583.0,4167.87,3.57
2023-05-02,,,,,4119.58,
2023-05-03,,,,,4090.75,
2023-05-04,,,,,4061.22,
2023-05-05,,,,,4136.25,
2023-05-06,,225000.0,,,,
2023-05-08,,,,,4138.12,
2023-05-09,,,,,4119.17,
2023-05-10,,,,,4137.64,
2023-05-11,,,,,4130.62,
2023-05-12,,,,,4124.08,
2023-05-13,,225000.0,,,,
2023-05-15,,,,,4136.28,
2023-05-16,,,,,4109.9,
2023-05-17,,,,,4158.77,
2023-05-18,,,,,4198.05,
2023-05-19,,,,,4191.98,
2023-05-20,,227000.0,,,,
2023-05-22,,,,,4192.63,
2023-05-23,,,,,4145.58,
2023-05-24,,,,,4115.24,
2023-05-25,,,,,4151.28,
2023-05-26,,,,,4205.45,
2023-05-27,,231000.0,,,,
2023-05-29,,,,,,
2023-05-30,,,,,4205.52,
2023-05-31,,,,,4179.83,
2023-06-01,3.6,,64.2,1418.0,4221.02,3.75
2023-06-02,,,,,4282.37,
2023-06-03,,255000.0,,,,
2023-06-05,,,,,4273.79,
2023-06-06,,,,,4283.85,
2023-06-07,,,,,4267.52,
2023-06-08,,,,,4293.93,
2023-06-09,,,,,4298.86,
2023-06-10,,260000.0,,,,
2023-06-12,,,,,4338.93,
2023-06-13,,,,,4369.01,
2023-06-14,,,,,4372.59,
2023-06-15,,,,,4425.84,
2023-06-16,,,,,4409.59,
2023-06-17,,261000.0,,,,
2023-06-19,,,,,,
2023-06-20,,,,,4388.71,
2023-06-21,,,,,4365.69,
2023-06-22,,,,,4381.89,
2023-06-23,,,,,4348.33,
2023-06-24,,238000.0,,,,
2023-06-26,,,,,4328.82,
2023-06-27,,,,,4378.41,
2023-06-28,,,,,4376.86,
2023-06-29,,,,,4396.44,
2023-06-30,,,,,4450.38,
2023-07-01,3.5,248000.0,71.5,1451.0,,3.9
2023-07-03,,,,,4455.59,
2023-07-04,,,,,,
2023-07-05,,,,,4446.82,
2023-07-06,,,,,4411.59,
2023-07-07,,,,,4398.95,
2023-07-08,,232000.0,,,,
2023-07-10,,,,,4409.53,
2023-07-11,,,,,4439.26,
2023-07-12,,,,,4472.16,
2023-07-13,,,,,4510.04,
2023-07-14,,,,,4505.42,
2023-07-15,,231000.0,,,,
2023-07-17,,,,,4522.79,
2023-07-18,,,,,4554.98,
2023-07-19,,,,,4565.72,
2023-07-20,,,,,4534.87,
2023-07-21,,,,,4536.34,
2023-07-22,,231000.0,,,,
2023-07-24,,,,,4554.64,
2023-07-25,,,,,4567.46,
2023-07-26,,,,,4566.75,
2023-07-27,,,,,4537.41,
2023-07-28,,,,,4582.23,
2023-07-29,,240000.0,,,,
2023-07-31,,,,,4588.96,
2023-08-01,3.8,,69.4,1305.0,4576.73,4.17
2023-08-02,,,,,4513.39,
2023-08-03,,,,,4501.89,
2023-08-04,,,,,4478.03,
2023-08-05,,258000.0,,,,
2023-08-07,,,,,4518.44,
2023-08-08,,,,,4499.38,
2023-08-09,,,,,4467.71,
2023-08-10,,,,,4468.83,
2023-08-11,,,,,4464.05,
2023-08-12,,248000.0,,,,
2023-08-14,,,,,4489.72,
2023-08-15,,,,,4437.86,
2023-08-16,,,,,4404.33,
2023-08-17,,,,,4370.36,
2023-08-18,,,,,4369.71,
2023-08-19,,241000.0,,,,
2023-08-21,,,,,4399.77,
2023-08-22,,,,,4387.55,
2023-08-23,,,,,4436.01,
2023-08-24,,,,,4376.31,
2023-08-25,,,,,4405.71,
2023-08-26,,234000.0,,,,
2023-08-28,,,,,4433.31,
2023-08-29,,,,,4497.63,
2023-08-30,,,,,4514.87,
2023-08-31,,,,,4507.66,
2023-09-01,3.8,,67.8,1356.0,4515.77,4.38
2023-09-02,,228000.0,,,,
2023-09-04,,,,,,
2023-09-05,,,,,4496.83,
2023-09-06,,,,,4465.48,
2023-09-07,,,,,4451.14,
2023-09-08,,,,,4457.49,
2023-09-09,,227000.0,,,,
2023-09-11,,,,,4487.46,
2023-09-12,,,,,4461.9,
2023-09-13,,,,,4467.44,
2023-09-14,,,,,4505.1,
2023-09-15,,,,,4450.32,
2023-09-16,,210000.0,,,,
2023-09-18,,,,,4453.53,
2023-09-19,,,,,4443.95,
2023-09-20,,,,,4402.2,
2023-09-21,,,,,4330.0,
2023-09-22,,,,,4320.06,
2023-09-23,,213000.0,,,,
2023-09-25,,,,,4337.44,
2023-09-26,,,,,4273.53,
2023-09-27,,,,,4274.51,
2023-09-28,,,,,4299.7,
2023-09-29,,,,,4288.05,
2023-09-30,,216000.0,,,,
2023-10-01,3.8,,63.8,1376.0,,4.8
2023-10-02,,,,,4288.39,
2023-10-03,,,,,4229.45,
2023-10-04,,,,,4263.75,
2023-10-05,,,,,4258.19,
2023-10-06,,,,,4308.5,
2023-10-07,,211000.0,,,,
2023-10-09,,,,,4335.66,
2023-10-10,,,,,4358.24,
2023-10-11,,,,,4376.95,
2023-10-12,,,,,4349.61,
2023-10-13,,,,,4327.78,
2023-10-14,,202000.0,,,,
2023-10-16,,,,,4373.63,
2023-10-17,,,,,4373.2,
2023-10-18,,,,,4314.6,
2023-10-19,,,,,4278.0,
2023-10-20,,,,,4224.16,
2023-10-21,,213000.0,,,,
2023-10-23,,,,,4217.04,
2023-10-24,,,,,4247.68,
2023-10-25,,,,,4186.77,
2023-10-26,,,,,4137.23,
2023-10-27,,,,,4117.37,
2023-10-28,,216000.0,,,,
2023-10-30,,,,,4166.82,
2023-10-31,,,,,4193.8,
2023-11-01,3.7,,61.3,1512.0,4237.86,4.5
2023-11-02,,,,,4317.78,
2023-11-03,,,,,4358.34,
2023-11-04,,216000.0,,,,
2023-11-06,,,,,4365.98,
2023-11-07,,,,,4378.38,
2023-11-08,,,,,4382.78,
2023-11-09,,,,,4347.35,
2023-11-10,,,,,4415.24,
2023-11-11,,228000.0,,,,
2023-11-13,,,,,4411.55,
2023-11-14,,,,,4495.7,
2023-11-15,,,,,4502.88,
2023-11-16,,,,,4508.24,
2023-11-17,,,,,4514.02,
2023-11-18,,213000.0,,,,
2023-11-20,,,,,4547.38,
2023-11-21,,,,,4538.19,
2023-11-22,,,,,4556.62,
2023-11-23,,,,,,
2023-11-24,,,,,4559.34,
2023-11-25,,213000.0,,,,
2023-11-27,,,,,4550.43,
2023-11-28,,,,,4554.89,
2023-11-29,,,,,4550.58,
2023-11-30,,,,,4567.8,
2023-12-01,3.7,,69.7,1566.0,4594.63,4.02
2023-12-02,,216000.0,,,,
2023-12-04,,,,,4569.78,
2023-12-05,,,,,4567.18,
2023-12-06,,,,,4549.34,
2023-12-07,,,,,4585.59,
2023-12-08,,,,,4604.37,
2023-12-09,,205000.0,,,,
2023-12-11,,,,,4622.44,
2023-12-12,,,,,4643.7,
2023-12-13,,,,,4707.09,
2023-12-14,,,,,4719.55,
2023-12-15,,,,,4719.19,
2023-12-16,,207000.0,,,,
2023-12-18,,,,,4740.56,
2023-12-19,,,,,4768.37,
2023-12-20,,,,,4698.35,
2023-12-21,,,,,4746.75,
2023-12-22,,,,,4754.63,
2023-12-23,,213000.0,,,,
2023-12-25,,,,,,
2023-12-26,,,,,4774.75,
2023-12-27,,,,,4781.58,
2023-12-28,,,,,4783.35,
2023-12-29,,,,,4769.83,
2023-12-30,,198000.0,,,,
2024-01-01,3.7,,79.0,1375.0,,4.06
2024-01-02,,,,,4742.83,
2024-01-03,,,,,4704.81,
2024-01-04,,,,,4688.68,
